QRID,country,weight,Q1,Q2,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,q9_98,q9_99,Q10a,Q10b,Q10c,Q11,Q13,Q14a,Q14b,QCURRELrec,QCURRELDrec,qdenomautrec,QDENOMBEG,QDENOMDNK,qdenomfinrec,qdenomfrarec,qdenomdeurec,QDENOMIRL,qdenomitarec,qdenomnldrec,QDENOMNOR,qdenomprtrec,qdenomslorec,qdenomesprec,QDENOMSWE,qdenomcherec,qdenomgbrrec,Q15a,Q15b,Q16,Q17,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,QCHRELrec,qchdenomautrec,qchdenombegrec,QCHDENOMDNK,qchdenomfinrec,qchdenomfrarec,qchdenomdeurec,qchdenomirlrec,qchdenomitarec,qchdenomnldrec,QCHDENOMNOR,qchdenomprtrec,qchdenomslorec,qchdenomesprec,QCHDENOMSWE,qchdenomcherec,qchdenomgbrrec,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q25a,Q25b,Q26a,Q26b,Q26c,Q26d,Q27,Q29a,Q29b,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q33,Q34a,Q34b,Q34c,Q34d,Q34e,Q36a,Q36b,Q37a,Q37b,Q38a,Q38b,Q39a,Q39b,Q41,Q42a,Q42b,Q42c,Q42d,Q43,Q45a,Q45b,Q45c,Q46a,Q46b,Q46c,Q47,Q48a,Q48b,Q48c,Q49a,Q49b,Q49c,Q49d,Q49e,Q50,Q51,QPTYbAUTa,QPTYbAUTb,QPTYbAUTc,QPTYbAUTd,QPTYbBEGa,QPTYbBEGb,QPTYbBEGc,QPTYbBEGd,QPTYbBEGe,QPTYbBEGf,QPTYbDNKa,QPTYbDNKb,QPTYbDNKc,QPTYbFINa,QPTYbFINb,QPTYbFINc,QPTYbFINd,QPTYbFRAa,QPTYbFRAb,QPTYbFRAc,QPTYbFRAd,QPTYbFRAe,QPTYbDEUa,QPTYbDEUb,QPTYbDEUc,QPTYbDEUd,QPTYbDEUe,QPTYbIRLa,QPTYbIRLb,QPTYbIRLc,QPTYbIRLd,QPTYbITAa,QPTYbITAb,QPTYbITAc,QPTYbITAd,QPTYbITAe,QPTYbNLDa,QPTYbNLDb,QPTYbNLDc,QPTYbNLDd,QPTYbNORa,QPTYbNORb,QPTYbNORc,QPTYbPRTa,QPTYbPRTb,QPTYbPRTc,QPTYbSLOa,QPTYbSLOb,QPTYbSLOc,QPTYbSLOd,QPTYbESPa,QPTYbESPb,QPTYbESPc,QPTYbESPd,QPTYbSWEa,QPTYbSWEb,QPTYbSWEc,QPTYbCHEa,QPTYbCHEb,QPTYbCHEc,QPTYbCHEd,QPTYbGBRa,QPTYbGBRb,QPTYbGBRc,QPTYbGBRd,QGEN,QAGE,QMARRIED,QSPRELrec,QFERT,QHHCH,QCHILDarec,QEDUAUTrec,QEDUBEG,QEDUDNKrec,QEDUFIN,QEDUFRArec,QEDUDEUrec,QEDUIRLrec,QEDUITArec,QEDUNLDrec,QEDUNORrec,QEDUPRTrec,QEDUSLO,QEDUESPrec,QEDUSWErec,QEDUCHErec,QEDUGBRrec,Q52a,Q52b,QINCaAUT,QINCbAUT,QINCaBEG,QINCbBEG,QINCaDNK,QINCbDNK,QINCaFIN,QINCbFIN,QINCaFRA,QINCbFRA,QINCaDEU,QINCbDEU,QINCaIRL,QINCbIRL,QINCaITA,QINCbITA,QINCaNLD,QINCbNLD,QINCaNOR,QINCbNOR,QINCaPRT,QINCbPRT,QINCaSLO,QINCbSLO,QINCaESP,QINCbESP,QINCaSWE,QINCbSWE,QINCaCHE,QINCbCHE,QINCaGBR,QINCbGBR,QINCcGBR,QINCdGBR,QINCeGBR,QINCfGBR,QINCgGBR,QINCcAUT,QINCcBEG,QINCcDNK,QINCcFIN,QINCcFRA,QINCcDEU,QINCcIRL,QINCcITA,QINCcNLD,QINCcNOR,QINCcPRT,QINCcSLO,QINCcESP,QINCcSWE,QINCcCHE,QINChGBR,QINCiGBR,QINCjGBR,QINCkGBR,QIDEOLOGY,QIDEOLOGYa,QIDEOLOGYb,QPTYaAUT,QPTYaBEG,QPTYaDNK,QPTYaFIN,QPTYaFRA,QPTYaDEU,QPTYaIRL,QPTYaITA,QPTYaNLD,QPTYaNOR,QPTYaPRT,QPTYaSLO,QPTYaESP,QPTYaSWE,QPTYaCHE,QPTYaGBR,QPTYAUT,QPTYBEG,QPTYDNK,QPTYFIN,QPTYFRA,QPTYDEU,QPTYIRL,QPTYITA,QPTYNLD,QPTYNOR,QPTYPRT,QPTYSLO,QPTYESP,QPTYSWE,QPTYCHE,QPTYGBR,QCITIZEN1,QBORNrec,qbornmoverec,QBORNcrec,QBORNerec,QS11AUT,QS12AUT,QS11BEG,QS12BEG,QS12DNK,qs12finrec,QS11FRA,QS12FRA,QS11DEU,QS14DEU,QS13IRL,QS11ITA,QS12ITA,QS11NLD,QS12NLD,QS12NOR,QS11PRT,QS12PRT,QS12SLO,QS11ESP,QS12ESP,QS11SWE,QS12SWE,QS12CHE,QS11GBR,ISCED
10512649,10,0.6678341018639602,1,2,2,2,2,2,2,2,2,2,98,2,2,2, , , , , , , , , , ,4,1,4,98, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,98,1,2,2,1,2,1,2,1,4,4,4,2,1,4,4,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,2,1,2,2,2,1,2,1, ,1,1,1,1,99,1,1,2,1,2,1,2,1,1,7, ,3,2,2,2,2, ,1,1,1,1,1,1, , ,1,4,4,98,4,2,1,1,98,1,1,98,4,2,2,3,2,1,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,75,7, ,0, , , , , , , , , , , ,4, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,2
10512722,10,0.4327361681580527,1,2,2,2,2,2,1,1,2,2,2,2,1,2, , , , , , , , , , ,3,2,3,1, , , ,92, , , , , , , , , , , , , , , , , ,5, ,3,1,2,2,2,2,1,2,98,2,1,3,4,4,98,4,1, , , , , , , , , ,8, , , , , , ,2,98,1,1,2,2,2,2,1,2,1,2,2,98, , , , , , , , , , , ,2,1,98,1,98,2,7, ,3,2,2,1,1,2,1,1,1,1,1,1,1,1,98,98,4,98,4,2,1,98,98,98,98,98,98,2,2, ,3,1,4,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,67,1,1,2, , , , , , , , , , , ,7, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,7, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,5
10512747,10,1.0610603759826183,1,3,2,1,2,2,2,2,2,1,4,3,2,2, , , , , , , , , , ,2,1,2,1, , , ,1, , , , , , , , , , ,91, , , , , , ,3, ,1,1,2,1,1,2,2,2,1,1,4,1,1,1,4,4,1, , , , , , , , , ,91, , , , , , , , , , , , , ,1,2,2,1,1,1,1,1,1, ,1,2,1,1,4,1,1,1,2,2,1,1,2,2,2, ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,4,1,1,1,1,2,4,1,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,2,76,6, ,3, , , , , , , , , , , ,5, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,5, , , , , , , , , , , , , , , ,1, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,3
10512864,10,0.8388092148431032,1,2,1,2,2,2,2,2,1,1,2,2,1,2, , , , , , , , , , ,2,1,3,1, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,3,1,2,2,1,2,2,2,1,3,1,1,2,2,3,2,1, , , , , , , , , ,8, , , , , , , , , , , , , ,2,1,1,2,1,1,1,3,2, ,1,2,1,2,7,2,1,2,2,2,2,2,2,2,6, ,2,2,2,2,1, ,1,1,1,1,1,1, , ,2,3,3,4,3,2,1,2,98,1,2,2,2,1,2,3,1,1,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,74,1,1,2, , , , , , , , , , , ,5, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,5, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,3
10512928,10,0.8850444705041384,1,2,1,1,2,1,2,2,1,2,4,2,2,2, , , , , , , , , , ,2,1,3,1, , , ,1, , , , , , , , , , ,8, , , , , , ,3, ,1,1,2,2,1,1,2,2,2,2,4,1,1,2,4,4,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,2,1,2,1,2,1,1,1, ,1,2,1,1,1,1,2,1,1,2,1,2,98,2,4, ,3,2,2,2,2, ,1,1,1,1,1,1, , ,2,2,4,2,4,3,1,98,98,1,98,98,3,2,2,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,65,1,1,3, , , , , , , , , , , ,4, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,3, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,2
10512956,10,0.1510395293842845,1,2,2,2,2,2,2,2,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,2,1,2,2,2,2,2,2,2,3,4,3,3,4,98,4,1, , , , , , , , , ,8, , , , , , , , , , , , , ,2,1,1,3,3,2,1,2,1, ,1,1,1,1,6,2,2,2,2,2,2,2,1,2,6, ,4,2,2,2,2, ,1,1,2,1,1,1, , ,2,2,4,3,3,3,1,99,98,1,2,98,4,2,2,2,2,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,98,1, , , , , , , , , , , , , , , , , , , , , , ,1,76,7, ,0,2, , , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,3, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , , ,5
10692352,10,0.6467199540848511,1,2,2,2,2,1,2,2,2,2,2,1,2,1,0,1,1,0,0,0,0,0,0,0,3,1,1,1, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,2,1,2,2,2,2,2,2,3,3,1,2,3,1,1,3,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,1,2,1,1,1,2, , ,2, , , , , , , ,3,2,2,2,2,2,2,7, ,1,2,2,2,2, ,1,1,1,1,1,1, , ,3,1,2,1,4,2,1,98,2,1,98,2,1,1,2,2,2,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3, , , , , , , , , , , , , , , , , , , , , , ,1,75,1,1,2, , , , , , , , , , , ,7, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,98,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,96, , , , , , , , , , , , , , , ,7, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,2, , , , , , , , , ,5
10692363,10,0.18866675377914277,2,1,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1, , , ,92, , , , , , , , , , , , , , , , , ,6, ,4,1,2,2,2,1,2,2,3,4,2,3,4,4,1,1,1, , , , , , , , , ,8, , , , , , ,2,2,1,2,1,1,1,2,1,2,1,1,1,2, , ,2, , , , , , , , ,2,1,2,2,2,2,7, ,2,1,2,1,2,1,1,1,2,2,1,1,1,1,3,4,1,4,2,3,1,2,2,1,2,2,1,3,3, ,3,1,4,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3, , , , , , , , , , , , , , , , , , , , , , ,1,32,7, ,0, , , , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,99,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,3, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,5, , , , , , , , , ,5
10692885,10,0.9274181161440723,1,1,2,2,2,2,1,2,1,1,99,98,2,2, , , , , , , , , , ,1,1,1,1, , , ,1, , , , , , , , , , ,8, , , , , , ,3, ,1,1,2,2,1,2,2,1,1,1,98,1,1,3,2,4,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,1,1,1,1,2,1,1,1, ,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1, ,2,1,1,1,1, ,1,1,1,1,1,1, , ,2,3,3,3,3,3,98,98,98,98,98,98,3,1,2,2,1,4,2,1,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,76,6, ,2, , , , , , , , , , , ,5, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,99,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,98, , , , , , , , , , , , , , , ,98, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,4, , , , , , , , , ,3
10692899,10,0.1510395293842845,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,2,1,2,2, , , ,10, , , , , , , , , , , , , , , , , ,6, ,2,1,2,2,2,1,2,1,3,1,98,98,3,2,2,2,1, , , , , , , , , ,3, , , , , , ,1,2,1,2,1,1,1,2,2,1,1,1,2,2, , ,1,2,2,2,2,5,2,2, ,2,1,2,2,2,2,7, ,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,1,1,2,2,1,1,4,1,1,1,2,2,4,1,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,59,4, ,2, , , , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,6, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , ,5
10252092,10,1.7363215467989142,1,2,1,2,2,2,1,2,1,1,4,1,2,2, , , , , , , , , , ,3,1,3,1, , , ,1, , , , , , , , , , ,8, , , , , , ,3, ,1,1,2,2,1,2,2,2,2,1,4,4,1,1,4,4,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1, ,1,1,1,1,98,1,2,2,1,2,2,2,2,2,1, ,3,1,2,1,1, ,1,1,1,1,1,1, , ,98,98,98,3,3,2,1,2,2,1,1,2,3,1,2,2,3,1,3,1,1,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3, , , , , , , , , , , , , , , , , , , , , , ,1,53,1,1,5, , , , , , , , , , , ,5, , , , , , ,1,98, , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,5, , , , , , , , , , , , , , , ,5, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,3, , , , , , , , , ,3
10252109,10,0.531699270545931,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1, , , ,92, , , , , , , , , , , , , , , , , ,6, ,2,1,2,1,2,2,1,2,1,2,3,3,4,3,1,3,1, , , , , , , , , ,8, , , , , , ,2,2,2,2,2,1,1,2,1,2,1,2,1,1,3,2, ,1,1,1,2,7,2,2, ,2,2,1,2,1,2,6, ,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,4,3,3,1,2,2,1,2,1,1,1,2, ,3,2,4,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , , , , , , , , , , , , , , , , , , , ,1,69,1,91,5, , , , , , , , , , , ,6, , , , , , ,2,1, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , ,3, , , , , , , , , , , , , , , ,1, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,5, , , , , , , , , ,3
10252132,10,0.6179579205308878,1,2,2,2,1,1,2,2,2,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,2,98, , , ,9, , , , , , , , , , , , , , , , , ,5, ,2,1,2,2,2,2,2,1,2,2,4,2,4,3,2,2,1, , , , , , , , , ,2, , , , , , ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2, ,2,2,1,2,6,2,2, ,2,2,2,2,2,2,7, ,5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,99,2,1,99,99,3,1,1,1,98,1,4,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4, , , , , , , , , , , , , , , , , , , , , , ,2,25,3,9,0, , , , , , , , , , , ,8, , , , , , ,2,1, , , , , , , , , , , , , , , , , , ,98,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98, , , , , , , , , , , ,98, , , , , , , , , , , , , , , ,98, , , , , , ,1,97,8,97,97, , , , , , , , , , , , , , , ,2, , , , , , , , , ,5
10252142,10,0.6401590121306404,1,98,2,2,2,2,2,2,2,2,2,1,1,3, , , , , , , , , , ,3,2,3,1, , , ,1, , , , , , , , , , ,93, , , , , , ,5, ,4,1,2,2,2,2,2,2,1,4,1,1,4,4,1,1,1, , , , , , , , , ,93, , , , , , , , , , , , , ,98,1,2,2,1,1,2, , ,2, , , , , , , ,1,2,98,2,2,2,2,7, ,2,1,2,1,2, ,1,1,2,1,1,1, , ,2,98,1,98,3,3,1,1,1,1,2,1,2,2,2,2,3,1,98,1,2,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,98,98, , , , , , , , , , , , , , , , , , , , , , ,1,21,7, ,0, , , , , , , , , , , ,7, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,97, , , , , , , , , , , , , , , ,98, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,5, , , , , , , , , ,5
10252211,10,0.1510395293842845,1,1,2,2,2,2,2,1,2,2,2,1,1,2, , , , , , , , , , ,2,1,2,2, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,3,1,2,2,2,2,1,2,98,4,1,1,4,3,4,2,1, , , , , , , , , ,8, , , , , , , , , , , , , ,1,2,1,2,1,1,2, , ,1,2,2,2,2,7,2,2,2,2,2,2,2,98,2,7, ,5,1,2,2,2, ,1,1,1,1,1,1, , ,2,1,4,1,4,2,2,98,98,98,98,98,4,1,1,3,3,1,3,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,70,1,1,2, , , , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,98, , , , , , , , , , , , , , , ,2, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,3, , , , , , , , , ,5
10252327,10,0.4758470569204659,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,2,3,2, , , ,9, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,1,2,2,3,3,3,3,3,2,2,9, , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,2, , ,1,2,2,2,1,6,1,1, ,2,1,2,2,1,2,6, ,2,1,2, ,2,2,1,1,1,1,1,1,1,1,1,3,4,3,4,2,1,1,1,1,1,1,4,2,2,2,4,2,4,2,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3, , , , , , , , , , , , , , , , , , , , , , ,1,34,1,9,1,1,9, , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,7, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,6, , , , , , , , , ,5
10252334,10,0.352182417868266,1,2,2,2,2,2,2,2,1,2,1,1,1,2, , , , , , , , , , ,3,1,3,2, , , ,1, , , , , , , , , , ,8, , , , , , ,4, ,2,1,2,2,2,2,2,2,1,2,3,3,2,2,3,2,1, , , , , , , , , ,8, , , , , , , , , , , , , ,2,1,1,1,1,1,1,3,2, ,1,1,1,2,6,2,2,2,2,2,2,2,1,2,3, ,2,1,2,1,2, ,1,1,1,1,1,1, , ,1,4,4,4,4,2,1,2,2,1,1,2,4,2,1,3,4,1,4,1,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,41,7, ,0, , , , , , , , , , , ,8, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,4, , , , , , , , , ,5
10252373,10,1.4187929086035327,1,3,2,1,2,1,2,2,2,2,1,2,1,2, , , , , , , , , , ,1,1,2,2, , , ,10, , , , , , , , , , , , , , , , , ,5, ,4,1,2,2,2,2,2,2,2,4,98,98,3,3,3,98,1, , , , , , , , , ,8, , , , , , ,2,2,2,2,2,98,2,1,2,1,98,1,2,98, , , , , , , , , , , ,2,2,2,2,98,2,7, ,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,99,99,99,4,1,2,2,3,1,4,1,3,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1, , , , , , , , , , , , , , , , , , , , , , ,2,18,7, ,0,2, , , , , , , , , , ,5, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,6, , , , , , , , , , , , , , , ,6, , , , , , ,1,1, ,97,1, , , , , , , , , , , , , , , ,1, , , , , , , , , ,3
10252449,10,0.18981356446317096,1,2,2,2,1,1,2,2,1,2,4,4,2,2, , , , , , , , , , ,1,1,1,2, , , ,92, , , , , , , , , , , , , , , , , ,3, ,1,1,2,2,1,2,1,2,1,1,1,1,1,1,4,3,1, , , , , , , , , ,8, , , , , , ,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1, ,1,2,1,2,1,1,2, ,2,1,2,2,2,2,1, ,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,4,4,2,1,2,2,1,2,2,2,4,3, ,3,1,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,60,1,1,2, , , , , , , , , , , ,8, , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , ,1,97,9,97,97, , , , , , , , , , , , , , , ,1, , , , , , , , , ,5
10252457,10,0.34555159656919815,1,2,1,2,2,1,2,2,2,1,2,2,1,2, , , , , , , , , , ,2,1,2,2, , , ,1, , , , , , , , , , ,8, , , , , , ,5, ,3,1,2,2,2,2,2,2,1,4,98,98,3,4,3,1,1, , , , , , , , , ,8, , , , , , , , , , , , , ,2,2,2,2,2,1,1,2,1, ,2,2,1,2,7,2,2,2,2,2,2,2,1,2,7, ,3,1,1,1,1, ,1,1,1,1,1,1, , ,2,4,4,4,4,2,98,98,98,1,1,1,3,2,2,2,4,1,4,1,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,36,3,1,3,1,1, , , , , , , , , ,8, , , , , , ,2,2, , , , , , , , , , , , , , , , , , ,98,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , ,98, , , , , , , , , , , , , , , ,98, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , ,5
10252516,10,1.8214892270910614,1,1,1,1,2,1,2,2,2,2,3,1,1,98, , , , , , , , , , ,2,1,4,1, , , ,1, , , , , , , , , , ,8, , , , , , ,5, ,2,1,2,2,1,2,2,1,1,4,4,1,1,1,4,4,1, , , , , , , , , ,3, , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1, ,1,1,1,1,6,2,1,1,2,2,1,2,2,2,2, ,4,2,1,1,1, ,1,1,2,1,1,1, , ,3,4,4,4,4,3,1,98,98,98,98,98,3,1,1,1,3,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1, , , , , , , , , , , , , , , , , , , , , , ,2,75,6, ,4, , , , , , , , , , , ,5, , , , , , ,1,2, , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,4, , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , ,4, , , , , , , , , ,3
